meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
0.1585272506,0.0570115944,0.1655045872,0.1559633028,0.1825688073,0.0266055046,7.9713745766,83.8494448244,0.8696148387,0.4606773418,0.1653211009,0.1585272506,0.1601427876,0.0446428571,0.2380952381,0.1718374399,0.166015625,0.2099609375,0.0439453125,0.1377777778,female
0.1667376175,0.0526774498,0.1694267516,0.1626496815,0.1892229299,0.0265732484,7.5504118512,76.1345263067,0.865281981,0.4273173954,0.1674649682,0.1667376175,0.1526508313,0.0227272727,0.2083333333,0.1741536458,0.1611328125,0.21484375,0.0537109375,0.1363636364,female
0.1608166799,0.0556925326,0.1647600263,0.1573964497,0.1885075608,0.0311111111,7.0350558976,67.1011689147,0.8763560993,0.460014936,0.1625509533,0.1608166799,0.1574231904,0.0215053763,0.1886792453,0.1690204327,0.1611328125,0.205078125,0.0439453125,0.1777777778,female
0.1573238539,0.0583981496,0.171694696,0.147606727,0.1823803364,0.0347736093,5.1688856926,39.6462945469,0.885782877,0.4742711191,0.1715135834,0.1573238539,0.1554580055,0.0130039012,0.2631578947,0.2180363582,0.0537109375,0.7177734375,0.6640625,0.2155882353,female
0.1643108683,0.0538033645,0.1738738739,0.1655855856,0.1854054054,0.0198198198,4.9286564409,32.0918745501,0.8674611821,0.4238311754,0.1736936937,0.1643108683,0.1517794204,0.0110375276,0.1818181818,0.2291304977,0.0341796875,0.712890625,0.6787109375,0.2238516879,female
0.1591837189,0.0572329865,0.1702843016,0.1526328801,0.1811866502,0.0285537701,7.0215905187,63.5412563506,0.8782128155,0.4821724909,0.1708034611,0.1591837189,0.1504852168,0.0107066381,0.2127659574,0.1764787946,0.0341796875,0.4248046875,0.390625,0.0925925926,female
0.1518185136,0.0602801199,0.1651010101,0.1368181818,0.1753535354,0.0385353535,7.0026306764,65.5929549654,0.8802538771,0.4935411102,0.1663383838,0.1518185136,0.153420209,0.0302114804,0.1694915254,0.1841001157,0.0341796875,0.673828125,0.6396484375,0.0836758661,female
0.1609536348,0.0580473283,0.1701265823,0.1561359094,0.1889673551,0.0328314457,4.9727955156,33.9464007312,0.8927299531,0.4861864363,0.1680746169,0.1609536348,0.1504367024,0.0265957447,0.2222222222,0.7564603365,0.166015625,3.896484375,3.73046875,0.3259685864,female
0.162708821,0.0551391083,0.1694102054,0.1619880716,0.1816567263,0.0196686547,5.6879249964,41.7937288574,0.8661021382,0.4357052503,0.1673691186,0.162708821,0.1440353928,0.025,0.1923076923,0.7590895433,0.166015625,3.96484375,3.798828125,0.3215938303,female
0.163728076,0.0554566531,0.1674580645,0.1604129032,0.1885935484,0.0281806452,5.8528078837,43.3507098644,0.8767197041,0.4603311851,0.1652903226,0.163728076,0.1486296107,0.0200400802,0.2127659574,0.6928168403,0.166015625,3.9306640625,3.7646484375,0.2881372842,female
0.1622737997,0.0564165614,0.1705290323,0.1605935484,0.1866064516,0.0260129032,5.1853565724,35.1905148765,0.8801769776,0.4539062209,0.1712516129,0.1622737997,0.159808473,0.0109051254,0.2380952381,0.8678747106,0.166015625,3.984375,3.818359375,0.3780247885,female
0.1607611094,0.0576577306,0.1701435407,0.1580861244,0.1852631579,0.0271770335,6.0390733577,45.9339177247,0.8751340883,0.4659135505,0.169569378,0.1607611094,0.1610246316,0.0187617261,0.2,0.8068359375,0.1708984375,3.9453125,3.7744140625,0.3276196636,female
0.1631209378,0.0573431983,0.1726967742,0.1600516129,0.185883871,0.0258322581,5.2411662904,35.3427318164,0.8800843074,0.4567058969,0.1717935484,0.1631209378,0.1467136221,0.0107758621,0.2325581395,0.8197699653,0.1708984375,3.7060546875,3.53515625,0.378240544,female
0.1573257114,0.0593004667,0.1658286429,0.148492808,0.1814133834,0.0329205754,6.6294905188,60.0236357898,0.8865692398,0.4997527224,0.1642526579,0.1573257114,0.1597521216,0.0200803213,0.2222222222,0.5846715856,0.166015625,3.828125,3.662109375,0.2357948718,female
0.1546477475,0.0587229339,0.1706280193,0.1408695652,0.1806763285,0.0398067633,5.7422371321,44.5338505143,0.8763372621,0.4576606837,0.1719806763,0.1546477475,0.1703290579,0.0840336134,0.2222222222,0.62890625,0.1708984375,3.9599609375,3.7890625,0.2503221649,female
0.1583690175,0.0571883075,0.1680736358,0.1573964497,0.1813280736,0.0239316239,5.6578593752,40.7959341352,0.8735987992,0.4512661803,0.1671531887,0.1583690175,0.1555229889,0.0344827586,0.2564102564,0.4435847356,0.0341796875,3.779296875,3.7451171875,0.157601043,female
0.1620614736,0.0544791328,0.1690769231,0.1595641026,0.1816410256,0.0220769231,5.4378669531,39.853388458,0.8735101028,0.4452137252,0.1672820513,0.1620614736,0.1419541632,0.0126742712,0.2083333333,0.8237485532,0.1708984375,3.7646484375,3.59375,0.3767244983,female
0.1584064385,0.0563867652,0.1660319489,0.1540447284,0.1842811502,0.0302364217,7.2580687072,70.8516987932,0.8825281061,0.4725192692,0.1656741214,0.1584064385,0.1552506836,0.0348432056,0.2325581395,0.1707175926,0.1611328125,0.185546875,0.0244140625,0.2,female
0.1602676233,0.056868161,0.1690265487,0.1578761062,0.1846017699,0.0267256637,5.2796874226,35.9399824693,0.8778330428,0.4503156852,0.1677876106,0.1602676233,0.1610849677,0.0105485232,0.1886792453,0.2477575231,0.0341796875,0.6787109375,0.64453125,0.2351398601,female
0.16162899,0.0551706483,0.1655127368,0.1592945787,0.188007838,0.0287132593,7.1373520204,70.2380135994,0.8715051571,0.4456762688,0.1645983018,0.16162899,0.157125016,0.0114678899,0.1785714286,0.2112755409,0.1611328125,0.6689453125,0.5078125,0.1707692308,female
0.1637181998,0.0560138068,0.1659452736,0.1591542289,0.1953731343,0.0362189055,6.6867295416,61.2565386562,0.8724423254,0.4443464639,0.1642039801,0.1637181998,0.1542324118,0.0142450142,0.1851851852,0.1878138951,0.0341796875,0.673828125,0.6396484375,0.0995193667,female
0.1631404942,0.0537485665,0.1673458793,0.1589876703,0.1862426995,0.0272550292,7.7243586619,85.5209987469,0.8714843321,0.4251165385,0.1673458793,0.1631404942,0.1595216061,0.0172711572,0.2173913043,0.1727764423,0.166015625,0.185546875,0.01953125,0.31,female
0.2092849599,0.0357547356,0.2084370546,0.1862232779,0.2357054632,0.0494821853,1.8560393416,6.9394222986,0.8872448252,0.1758630153,0.1930071259,0.2092849599,0.1449255867,0.0434911243,0.2773584906,1.2893005371,0.0215332031,8.3118164063,8.2902832031,0.1074274041,female
0.214301349,0.0407785619,0.210322041,0.1829192806,0.2462735257,0.0633542451,1.3335741911,4.1672815056,0.8971819839,0.1739613826,0.2036470096,0.214301349,0.1487236854,0.0437066402,0.2791139241,1.6888713968,0.0215332031,7.4289550781,7.407421875,0.1363856589,female
0.2163320536,0.0397106493,0.217311535,0.1864123524,0.2491008174,0.062688465,1.2807901273,3.8450803484,0.8967990887,0.1758346594,0.2040871935,0.2163320536,0.1521917217,0.0431929481,0.2773584906,1.7766781456,0.0215332031,7.6012207031,7.5796875,0.1388798701,female
0.2113995724,0.0343615727,0.2095689247,0.1863571767,0.2359639981,0.0496068214,1.8783473089,6.5981547263,0.8817632794,0.1625463906,0.2028043581,0.2113995724,0.15199433,0.0436633663,0.2791139241,1.7492560892,0.0215332031,8.3333496094,8.3118164063,0.1178338626,female
0.2230773591,0.03726989,0.2306796117,0.2015533981,0.2539805825,0.0524271845,1.6157083312,4.9691575222,0.8865705668,0.1584422075,0.2072491909,0.2230773591,0.1442162754,0.0435770751,0.275625,1.1335989145,0.0215332031,8.3979492188,8.3764160156,0.1155526992,female
0.2079588552,0.0390147384,0.2039474876,0.179230421,0.2363965595,0.0571661385,1.6368487885,5.8528571096,0.8936801439,0.1668827622,0.2031869624,0.2079588552,0.1462326071,0.0440559441,0.2791139241,1.7324946963,0.0215332031,8.785546875,8.7640136719,0.1320362131,female
0.2170272625,0.03999951,0.2154023937,0.1846636401,0.2508790755,0.0662154354,1.1506237328,3.3550100322,0.8960058559,0.1759546497,0.2053487412,0.2170272625,0.1452483754,0.0433202358,0.2791139241,1.3407753733,0.0215332031,8.8716796875,8.8501464844,0.1233229058,female
0.2025752445,0.0348120632,0.2029023256,0.1795906977,0.2165767442,0.0369860465,3.3959121675,18.0997246454,0.8696338314,0.1744930004,0.2040744186,0.2025752445,0.152124648,0.043620178,0.2773584906,2.1904052734,0.1076660156,20.4565429688,20.3488769531,0.0784832451,female
0.2098224896,0.038042578,0.2098911353,0.1789735614,0.2384862623,0.0595127009,1.6878556559,5.9212109434,0.890656339,0.179265018,0.2380508035,0.2098224896,0.149381785,0.0431506849,0.2791139241,1.4117706299,0.0215332031,7.9457519531,7.92421875,0.1188639551,female
0.2122875158,0.0361830301,0.2098056327,0.1933677112,0.2366838556,0.0433161444,2.3462757606,10.4281559531,0.8897357735,0.1955983929,0.2039190797,0.2122875158,0.1436223505,0.0431929481,0.2791139241,1.351664708,0.0215332031,8.2902832031,8.26875,0.1233258929,female
0.1905123477,0.0747279232,0.2154627949,0.1896733212,0.2409981851,0.0513248639,1.8347823938,6.1915662485,0.9138255309,0.4323037945,0.2408711434,0.1905123477,0.162481995,0.015920398,0.275862069,0.4889856557,0.03125,5.875,5.84375,0.1135695187,female
0.2069275441,0.0701702285,0.2336039768,0.2082021541,0.2484507042,0.0402485501,2.6859477947,11.9631873577,0.8978180842,0.4024876563,0.2454349627,0.2069275441,0.1627259477,0.0157480315,0.275862069,0.7601445896,0.015625,6.7734375,6.7578125,0.163408653,female
0.1822378478,0.0761383286,0.2066183575,0.1387600644,0.2329951691,0.0942351047,2.6966523652,12.9576935971,0.9129816366,0.4485596738,0.0438486312,0.1822378478,0.1396183948,0.0156862745,0.275862069,0.8451086957,0.03125,6.9453125,6.9140625,0.1287969425,female
0.180979303,0.0799502618,0.2170627803,0.1120627803,0.2396636771,0.1276008969,2.8318871576,15.2239844306,0.920161795,0.5092522088,0.0590134529,0.180979303,0.1554156822,0.0157946693,0.275862069,0.3549107143,0.03125,6.7109375,6.6796875,0.0736598441,female
0.2123261796,0.0712193995,0.2397477932,0.2026733922,0.2579907524,0.0553173602,2.1762947042,7.9135874393,0.9019456353,0.3954332304,0.243160992,0.2123261796,0.1871450382,0.0171858217,0.275862069,0.6851325758,0.03125,6,5.96875,0.1746073298,female
0.1933887499,0.0718631955,0.2142024014,0.1938707833,0.2399771298,0.0461063465,2.6320410798,11.2042742723,0.9061367636,0.4639898549,0.2058776444,0.1933887499,0.1541212088,0.0158259149,0.2666666667,0.5955784574,0.0078125,6.828125,6.8203125,0.1412420937,female
0.1998629536,0.0757902169,0.2254800431,0.2037324703,0.2469255663,0.043193096,2.9908815929,14.7432835302,0.8940422025,0.4006164019,0.2221574973,0.1998629536,0.1653240219,0.0162601626,0.275862069,0.7205882353,0.0078125,6.859375,6.8515625,0.1624173318,female
0.2075608746,0.0708301117,0.2235997401,0.2099545159,0.2590773229,0.049122807,3.1392429092,13.8719464357,0.8847301057,0.4075182733,0.2770890188,0.2075608746,0.1529665233,0.0186915888,0.275862069,0.7001488095,0.03125,6.5703125,6.5390625,0.1632427077,female
0.2008198587,0.0719078923,0.2216878403,0.1995825771,0.2502722323,0.0506896552,2.0193441152,7.0095469111,0.9157961079,0.4826900546,0.0265517241,0.2008198587,0.2002983854,0.0223152022,0.275862069,1.01953125,0.0078125,6.1953125,6.1875,0.2007318079,female
0.2062071486,0.070150758,0.2252659574,0.2068351064,0.2479787234,0.041143617,2.5478657954,10.5266313258,0.8910294243,0.3885604455,0.2131648936,0.2062071486,0.1903226781,0.0177777778,0.275862069,1.11328125,0.0078125,6.71875,6.7109375,0.251959643,female
0.1297739713,0.078814989,0.1296186441,0.0581355932,0.1969491525,0.1388135593,2.0280902454,9.3110663123,0.958561295,0.7282770543,0.1913135593,0.1297739713,0.1806377912,0.0507936508,0.2711864407,0.661328125,0.0078125,5.84375,5.8359375,0.1827661523,female
0.1218370642,0.0794483642,0.1210599721,0.0417852162,0.189595537,0.1478103208,1.856365637,8.1121563391,0.9678195917,0.7723984507,0.0119107392,0.1218370642,0.1918457916,0.0714285714,0.2666666667,0.5778645833,0.0078125,4.625,4.6171875,0.1891592275,female
0.1201831227,0.0787162304,0.1161978362,0.0432766615,0.1938794436,0.1506027821,1.2189094274,4.4382780478,0.9644630704,0.7346083401,0.0138485317,0.1201831227,0.1787053203,0.0163432074,0.262295082,0.3342633929,0.0234375,0.875,0.8515625,0.3560992185,female
0.1320174624,0.084652306,0.1308122157,0.0480311891,0.2101364522,0.1621052632,1.3133402439,4.9925240694,0.9724508154,0.7870360382,0.02820013,0.1320174624,0.1786844675,0.015984016,0.275862069,0.7513020833,0.0078125,6.1953125,6.1875,0.1826454197,female
0.1346255517,0.0844029089,0.1545307644,0.0455935364,0.2091733996,0.1635798633,1.1404973184,3.9200258545,0.9676635744,0.7532375295,0.1985581106,0.1346255517,0.1815359786,0.0208604954,0.2711864407,0.4236391129,0.0078125,4.1640625,4.15625,0.1021303258,female
0.1144766735,0.081972759,0.090199005,0.0410945274,0.1999004975,0.1588059701,1.103680464,3.759184297,0.9541301104,0.6893465133,0.0097512438,0.1144766735,0.189393946,0.0163432074,0.2711864407,0.5668402778,0.0078125,4.2734375,4.265625,0.1832579186,female
0.1127692414,0.074423541,0.094248366,0.0491830065,0.1832352941,0.1340522876,0.9459529577,3.2909042011,0.9657185479,0.7424644896,0.1990196078,0.1127692414,0.169835634,0.0179171333,0.262295082,0.8776041667,0.0078125,4.9375,4.9296875,0.1717081238,female
0.126438849,0.0794119012,0.1273247107,0.0468890402,0.1989925119,0.1521034717,1.4521734124,5.5821060603,0.9719460296,0.7901751078,0.2144315861,0.126438849,0.1796126979,0.0295748614,0.2666666667,0.6141098485,0.0078125,4.9140625,4.90625,0.0900452024,female
0.1173495031,0.0900349706,0.1094781987,0.0240171551,0.2039456755,0.1799285204,2.6106226443,12.4428983768,0.9536237214,0.7014339298,0.0046032881,0.1173495031,0.1780402105,0.0165118679,0.2711864407,0.1887207031,0.0078125,0.75,0.7421875,0.2777589134,female
0.1047930803,0.0852006379,0.0778856153,0.0283882149,0.1861005199,0.157712305,2.4191265791,11.2819681735,0.956976934,0.7184621998,0.008492201,0.1047930803,0.1835653929,0.0164439877,0.275862069,0.2979525862,0.0078125,0.859375,0.8515625,0.370904325,female
0.127633058,0.0849311815,0.1588918677,0.0345308311,0.2014298481,0.166899017,1.5911737191,5.3476448868,0.9497572528,0.6712469086,0.1821626452,0.127633058,0.1783634587,0.0581818182,0.2711864407,0.6340144231,0.015625,5.03125,5.015625,0.1212461059,female
0.0912499797,0.0869564842,0.0481913652,0.0151925321,0.1790431739,0.1638506418,3.089786569,12.8575583606,0.9307150103,0.622815538,0.0119253209,0.0912499797,0.1708931,0.0161779575,0.275862069,0.7673141892,0.0078125,5.2890625,5.28125,0.1879120879,female
0.0824037606,0.0851363155,0.0351137102,0.016920078,0.1528265107,0.1359064327,2.5709443243,9.1792643941,0.9216485654,0.5760892316,0.0145549058,0.0824037606,0.183387146,0.0340425532,0.275862069,0.3289620536,0.0078125,0.75,0.7421875,0.4450526316,female
0.1246947555,0.0809891649,0.1318824464,0.0420333598,0.1972676728,0.1552343129,1.9707558956,8.0005040785,0.9585312615,0.7216824829,0.1977124702,0.1246947555,0.1825130002,0.0689655172,0.2388059701,0.2935267857,0.0078125,0.8515625,0.84375,0.396090535,female
0.131565985,0.0843538989,0.1318886381,0.0530925508,0.1961474793,0.1430549285,2.243370074,11.5447399844,0.968324296,0.7841075923,0.1955154251,0.131565985,0.1911633067,0.029143898,0.275862069,0.2147253788,0.0078125,0.796875,0.7890625,0.3516448419,female
0.1088884548,0.0920214881,0.0700625559,0.0225201072,0.2011796247,0.1786595174,2.2354353713,8.5286806243,0.9476210255,0.6797947401,0.0112600536,0.1088884548,0.1604731913,0.0195121951,0.275862069,0.4977213542,0.0078125,2.9453125,2.9375,0.236239593,female
0.0904448087,0.0790450524,0.0593584379,0.0208926081,0.1677266388,0.1468340307,2.1871611987,8.2211635301,0.9424040726,0.6289920431,0.0119107392,0.0904448087,0.182431307,0.0266222962,0.2580645161,0.7354525862,0.0078125,5.53125,5.5234375,0.1704889877,female
0.1375073304,0.0915208553,0.1612984496,0.0435465116,0.2212596899,0.1777131783,1.1196079559,4.1852074371,0.9677058855,0.7390079166,0.0086821705,0.1375073304,0.1900930268,0.0191158901,0.275862069,0.3543669872,0.0078125,3.1171875,3.109375,0.0960685782,female
0.1131477296,0.0903349057,0.0843351064,0.0266223404,0.1988297872,0.1722074468,2.2582729285,9.5793371331,0.9574330743,0.7176826061,0.0184308511,0.1131477296,0.1874438367,0.0234948605,0.262295082,0.6224888393,0.0078125,4.8984375,4.890625,0.1287171295,female
0.1497309256,0.0828520465,0.1809322034,0.0602118644,0.2197881356,0.1595762712,1.240036617,4.0193854291,0.9497866095,0.65293641,0,0.1497309256,0.1839741379,0.0519480519,0.253968254,1.3612132353,0.203125,6.03125,5.828125,0.3657004021,female
0.1896139744,0.0359326059,0.194115545,0.1684335914,0.2052888624,0.036855271,2.7244146897,10.9868640231,0.8712153051,0.2366835387,0.1956164384,0.1896139744,0.1630585583,0.0296846011,0.2580645161,1.3701923077,0.1640625,7,6.8359375,0.2359480519,female
0.2000969683,0.0455331636,0.2037964551,0.1765809034,0.2321326472,0.0555517439,1.1601966574,3.7338154589,0.9196072819,0.35714422,0.1769010863,0.2000969683,0.168530739,0.0632411067,0.262295082,0.71875,0.1484375,7,6.8515625,0.0922082858,female
0.1785725028,0.0466786752,0.1643882979,0.1493085106,0.2046010638,0.0552925532,3.0666684395,15.6840883015,0.8914476311,0.321169337,0.1530319149,0.1785725028,0.1553801934,0.025477707,0.253968254,0.6379206731,0.1484375,6.1484375,6,0.1012912326,female
0.2018058718,0.0360570918,0.2016223404,0.1781648936,0.2278723404,0.0497074468,1.5853530247,4.9456342439,0.884731404,0.2279026951,0.1761170213,0.2018058718,0.1917037139,0.0327198364,0.275862069,0.59375,0.0078125,5.921875,5.9140625,0.1243829521,female
0.2036266945,0.0415285988,0.2041041348,0.1756610516,0.239122001,0.0634609495,1.4629715849,4.7903702052,0.9034581053,0.2469533492,0.208820827,0.2036266945,0.146782923,0.0205655527,0.262295082,0.8755580357,0.171875,6.8984375,6.7265625,0.145533505,female
0.1836672603,0.0406070122,0.1825336323,0.1564798206,0.2076457399,0.0511659193,2.0541378266,7.4830187445,0.8981384509,0.3139245438,0.1770403587,0.1836672603,0.1492370411,0.0186480186,0.262295082,0.5503125,0.0078125,3.421875,3.4140625,0.1665032146,female
0.1687943682,0.0858424333,0.1889799809,0.095557674,0.2402287893,0.1446711153,1.4622479428,5.077955726,0.9562011633,0.7068613963,0.184442326,0.1687943682,0.1828633505,0.020698577,0.2711864407,0.98828125,0.0078125,5.8828125,5.875,0.2686170213,female
0.1517709617,0.0891468392,0.1859701493,0.058159204,0.230199005,0.172039801,1.2277103902,4.3043544938,0.9620450396,0.7445903629,0.2305472637,0.1517709617,0.2015997283,0.0234260615,0.2666666667,0.7667410714,0.0078125,4.0078125,4,0.1922200521,female
0.1706559144,0.0812370506,0.1842771084,0.1130120482,0.2390963855,0.1260843373,1.3782560474,5.4316627256,0.9507500682,0.6585577948,0.1615060241,0.1706559144,0.1984745444,0.16,0.253968254,0.4140625,0.0078125,0.734375,0.7265625,0.3369175627,female
0.1460233626,0.0925246278,0.1834337349,0.041746988,0.2243373494,0.1825903614,1.3849809177,5.1189268306,0.9489994449,0.659824811,0.2154819277,0.1460233626,0.1956396774,0.0395061728,0.275862069,0.5338541667,0.0078125,2.9921875,2.984375,0.2589243218,female
0.1318837344,0.0847340652,0.1537073707,0.0492849285,0.2011441144,0.1518591859,1.762128559,6.6303830153,0.9629341815,0.7631818712,0.2008360836,0.1318837344,0.1827895906,0.0837696335,0.262295082,0.8328993056,0.0078125,4.2109375,4.203125,0.161928712,female
0.1162209221,0.0892211425,0.0767580453,0.0427175209,0.2049106079,0.162193087,0.6937302658,2.5039544691,0.960715642,0.7095696902,0.0136829559,0.1162209221,0.1889796659,0.0344086022,0.275862069,0.9098557692,0.0390625,3.6796875,3.640625,0.2778969957,female
